id,trip.trip_id,trip.route_id,trip.direction_id,trip.start_time,trip.start_date,trip.schedule_relationship,vehicle.id,vehicle.label,vehicle.license_plate,position.latitude,position.longitude,position.bearing,position.odometer,position.speed,current_stop_sequence,stop_id,current_status,timestamp,congestion_level,occupancy_status
1638211327_29707,9415757__MCOB-DO:121:0:Weekday:2:21SEP:67005:12345,701,0,,20211129,SCHEDULED,29707,,,47.97401809692383,-122.19760131835938,0.0,0.0,0.0,2,2836,IN_TRANSIT_TO,1638211242,UNKNOWN_CONGESTION_LEVEL,
1638211327_18717,9415759__MCOB-DO:121:0:Weekday:2:21SEP:67010:12345,701,0,,20211129,SCHEDULED,18717,,,47.97330093383789,-122.19678497314453,0.0,0.0,0.0,1,2838,STOPPED_AT,1638211268,UNKNOWN_CONGESTION_LEVEL,
1638211327_18703,9415834__MCOB-DO:121:0:Weekday:2:21SEP:67017:12345,702,1,,20211129,SCHEDULED,18703,,,47.895668029785156,-122.26280212402344,0.0,0.0,0.0,15,3020,IN_TRANSIT_TO,1638211242,UNKNOWN_CONGESTION_LEVEL,
1638211327_29714,9415835__MCOB-DO:121:0:Weekday:2:21SEP:67019:12345,702,1,,20211129,SCHEDULED,29714,,,47.88198471069336,-122.23353576660156,0.0,0.0,0.0,12,3023,IN_TRANSIT_TO,1638211261,UNKNOWN_CONGESTION_LEVEL,
1638211327_29708,9415836__MCOB-DO:121:0:Weekday:2:21SEP:67023:12345,702,1,,20211129,SCHEDULED,29708,,,47.848968505859375,-122.21713256835938,0.0,0.0,0.0,6,3029,IN_TRANSIT_TO,1638211262,UNKNOWN_CONGESTION_LEVEL,
1638211327_18701,9415838__MCOB-DO:121:0:Weekday:2:21SEP:67025:12345,702,1,,20211129,SCHEDULED,18701,,,47.798667907714844,-122.21178436279297,0.0,0.0,0.0,2,3033,IN_TRANSIT_TO,1638211264,UNKNOWN_CONGESTION_LEVEL,
1638211327_18705,9415839__MCOB-DO:121:0:Weekday:2:21SEP:67020:12345,702,1,,20211129,SCHEDULED,18705,,,47.79404830932617,-122.21080017089844,0.0,0.0,0.0,1,3035,STOPPED_AT,1638211246,UNKNOWN_CONGESTION_LEVEL,
1638211327_29703,9415925__MCOB-DO:121:0:Weekday:2:21SEP:67021:12345,702,0,,20211129,SCHEDULED,29703,,,47.89248275756836,-122.26074981689453,0.0,0.0,0.0,5,3040,IN_TRANSIT_TO,1638211247,UNKNOWN_CONGESTION_LEVEL,
1638211327_18704,9415926__MCOB-DO:121:0:Weekday:2:21SEP:67024:12345,702,0,,20211129,SCHEDULED,18704,,,47.81698226928711,-122.20758056640625,0.0,0.0,0.0,16,3051,IN_TRANSIT_TO,1638211268,UNKNOWN_CONGESTION_LEVEL,
1638211327_18707,9415927__MCOB-DO:121:0:Weekday:2:21SEP:67016:12345,702,0,,20211129,SCHEDULED,18707,,,47.87813186645508,-122.2125015258789,0.0,0.0,0.0,10,3045,IN_TRANSIT_TO,1638211247,UNKNOWN_CONGESTION_LEVEL,
1638211327_18712,9415928__MCOB-DO:121:0:Weekday:2:21SEP:67018:12345,702,0,,20211129,SCHEDULED,18712,,,47.92991638183594,-122.25908660888672,0.0,0.0,0.0,2,3037,IN_TRANSIT_TO,1638211245,UNKNOWN_CONGESTION_LEVEL,
1638211327_18708,9415929__MCOB-DO:121:0:Weekday:2:21SEP:67022:12345,702,0,,20211129,SCHEDULED,18708,,,47.930233001708984,-122.26036834716797,0.0,0.0,0.0,1,3017,STOPPED_AT,1638211244,UNKNOWN_CONGESTION_LEVEL,
1638211327_19803,9414776__MCOB-DO:121:0:Weekday:2:21SEP:61023:12345,810,0,,20211129,SCHEDULED,19803,,,47.799400329589844,-122.31181335449219,0.0,0.0,0.0,10,297,IN_TRANSIT_TO,1638211241,UNKNOWN_CONGESTION_LEVEL,
1638211327_21804,9415633__MCOB-DO:121:0:Weekday:2:21SEP:61024:12345,810,0,,20211129,SCHEDULED,21804,,,47.8793830871582,-122.22073364257812,0.0,0.0,0.0,1,2092,STOPPED_AT,1638211247,UNKNOWN_CONGESTION_LEVEL,
